,url,cadena,cine,direccion,precio,salas,Entrada,Día del espectador,La noche del Domingo,Menores 12 años,Mayores 65 años,Pack Familiar,Matinales,Martes y jueves,Fin de semana y festivos,Vuelve al cine,Carné joven,Primera sesión laborables,Última sesión domingos y festivos,"Viernes, sábados, domingos y festivos",Miércoles al cine,CP,Fin de semana,Socio
25,https://www.cinesa.es/cines/la-gavia/,Cinesa,La Gavia,"Centro comercial La Gavia C. Adolfo Bioy Casares, 2 28051 Madrid","PRECIOS GENERALES Todos los días 9,50€ Sesiones matinales en días laborables (hasta las 14:59) 6,50€ Sesiones matinales en fin de semana y festivos (hasta las 14:59) 6,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 6,20€ myCINESA (todos los martes, excepto festivos) 5,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 años (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 6,90€ Carné joven <30 años, carné universitario y mayores de 65 años (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 7,50€ Menores de 13 años (todos los días) 6,90€ SUPLEMENTOS 3D 1€ Gafas 3D 1,50€ Butaca VIP 1,20€",10.0,9.5,,,7.5,6.9,,6.5,,,,6.9,,,,6.2,28051,9.5,5.9
26,https://www.cinesa.es/cines/la-maquinista/,Cinesa,La Maquinista,"Centro comercial Westfield La Maquinista Carrer de la Ciutat d'Asunción s/n, Esquina Potosí 08030 Barcelona","PRECIOS GENERALES Laborables (de lunes a jueves y viernes hasta las 18:59) 9,50€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 9,90€ SESIONES MATINALES Laborables (hasta las 14:59) 6,50€ Fin de semana y festivos (hasta las 14:59) 6,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 6,50€ myCINESA (todos los martes, excepto festivos) 5,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 años (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 6,90€ Menores de 13 años (todos los días) 6,90€ SUPLEMENTOS DBOX 5,00€ Dolby 3,50€ LUXE 2,00€ 3D 1€ Gafas 3D 1,50€ Butaca vip 1,20€",12.0,9.5,,,6.9,6.9,,6.5,,,,6.9,,,,6.5,08030,9.9,5.9
27,https://www.cinesa.es/cines/la-moraleja/,Cinesa,La Moraleja,"Centro comercial Moraleja Green Av. de Europa, 13 28108 Alcobendas, Madrid","PRECIOS GENERALES Laborables (de lunes a jueves y viernes hasta las 18:59) 11,50€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 12,90€ SESIONES MATINALES Laborables (hasta las 14:59) 6,90€ Fin de semana y festivos (hasta las 14:59) 7,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 7,50€ myCINESA (todos los martes, excepto festivos) 7,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 año (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 7,90€ Menores de 13 años (todos los días) 7,90€ SUPLEMENTOS 3D 1€ Gafas 3D 1,50€ D-BOX 4,00€",8.0,11.5,,,7.9,7.9,,12.9,,,,7.9,,,,7.9,28108,11.5,7.5
28,https://www.cinesa.es/cines/las-rosas/,Cinesa,Las Rosas,"Las Rosas Av. de Guadalajara, 2 28032 Madrid","PRECIOS GENERALES Laborables (lunes a jueves y viernes hasta las 18:59) 6,90€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 7,90€ Sesiones matinales (hasta las 14:59) 5,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 5,50€ myCINESA (todos los martes, excepto festivos) 4,90€ DESCUENTOS A COLECTIVOS Carné joven <26 años, carné universitario, menores de 13 y mayores de 65 años (todos los días) 5,90€ SUPLEMENTOS 3D 1€ Gafas 3D 1,50€",8.0,6.9,,,5.9,5.9,,5.9,,,,5.9,,,,5.5,28032,7.9,4.9
29,https://www.cinesa.es/cines/manoteras/,Cinesa,Manoteras,"Centro comercial Manoteras Av. de Manoteras, 40 28050 Madrid","PRECIOS GENERALES Laborables (lunes a jueves y viernes hasta las 18:59) 9,50€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 10,50€ SESIONES MATINALES Laborables (hasta las 14:59) 6,50€ Fin de semana y festivos (hasta las 14:59) 7,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 6,50€ myCINESA (todos los martes, excepto festivos) 6,50€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 año (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 6,90€ Menores de 13 años (todos los días) 6,90€ SUPLEMENTOS 3D 1€ Gafas 3D 1,50€ Butaca VIP 1,20€",20.0,9.5,,,6.9,6.5,,10.5,,,,6.5,,,,7.9,28050,9.5,6.5
30,https://www.cinesa.es/cines/marineda-city/,Cinesa,Marineda City,"Centro comercial Marineda City Av. Arteixo, 43 15008 A Coruña, Galicia","PRECIOS GENERALES Laborable (de lunes a jueves y viernes hasta las 18:59) 7,50€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 7,90€ Sesiones matinales (hasta las 14:59) 5,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 5,50€ myCINESA (todos los martes, excepto festivos) 4,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 años (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 5,90€ Carné joven <30 años, carné universitario y mayores de 65 años (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 6,30€ Menores de 13 años (todos los días) 5,90€ SUPLEMENTOS iSense 2,00€ 3D 1€ Gafas 3D 1,50€ Butaca VIP 1,20€",12.0,7.5,,,5.9,6.3,,5.9,,,,5.9,,,,5.5,15008,7.9,4.9
31,https://www.cinesa.es/cines/max-ocio/,Cinesa,Max Ocio,"Centro comercial Max Ocio Retuerto Kalea, 55 48903 Barakaldo (Bizkaia)","PRECIOS GENERALES Laborables (de lunes a viernes hasta las 18:59) 7,50€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 7,90€ Sesiones matinales (hasta las 14:59) 5,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 5,50€ myCINESA (todos los martes, excepto festivos) 4,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 años (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 5,90€  Carné joven <30 años, carné universitario y mayores de 65 años (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 6,30€ Menores de 13 años (todos los días) 5,90€ SUPLEMENTOS 3D 1€ Gafas 3D 1,50€ Butaca VIP 1,20€",16.0,7.5,,,6.3,5.9,,7.9,,,,5.9,,,,5.5,48903,7.5,4.9
32,https://www.cinesa.es/cines/mendez-alvaro/,Cinesa,Méndez Álvaro,"Centro comercial Méndez Álvaro Calle Acanto, 2 28045 Madrid","PRECIOS GENERALES Todos los días 9,50€ Sesiones matinales laborables (hasta las 14:59) 6,50€ Sesiones matinales fines de semana y festivos (hasta las 14:59) 6,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 6,20€ myCINESA (todos los martes, excepto festivos) 5,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 años (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 6,90€  Carné joven <30 años, carné universitario y mayores de 65 años (viernes y vísperas de festivo desde las 19:00, sábado, domingo y festivos) 7,50€ Menores de 13 años (todos los días) 6,90€ SUPLEMENTOS iSense 2,00€ 3D 1€ Gafas 3D 1,50€ Butaca VIP 1,20€",16.0,9.5,,,6.9,7.5,,6.9,,,,6.9,,,,6.2,28045,6.5,5.9
33,https://www.cinesa.es/cines/nassica/,Cinesa,Nassica,"Centro comercial Nassica Av. Río Guadalquivir, 13 28906 Getafe, Madrid","PRECIOS GENERALES Laborables (de lunes a jueves y viernes hasta las 18:59) 9,50€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 9,90€ SESIONES MATINALES Laborables (hasta las 14:59) 6,50€ Fin de semana y festivos (hasta las 14:59) 6,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 6,50€ myCINESA (todos los martes, excepto festivos) 5,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 años (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 6,90€ Menores de 13 años (todos los días) 6,90€ SUPLEMENTOS ScreenX 3,00€ iSense 2,00€ 3D 1€ Gafas 3D 1,50€ Butaca VIP 1,20€",20.0,9.5,,,6.9,6.9,,6.5,,,,6.9,,,,6.5,28906,9.9,5.9
34,https://www.cinesa.es/cines/nueva-condomina/,Cinesa,Nueva Condomina,"Centro comercial Nueva Condomina Autovía del Mediterráneo, Km. 760 30110 Churra, Murcia","PRECIOS GENERALES Laborables (de lunes a jueves y viernes hasta las 18:59) 6,90€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 7,50€ SESIONES MATINALES Laborables (hasta las 14:59) 4,90€ Fin de semana y festivos (hasta las 14:59) 5,50€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 4,90€ myCINESA (todos los martes, excepto festivos) 4,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 años (todos los días) 5,90€ Menores de 13 años (todos los días) 5,90€ SUPLEMENTOS 3D 1€ Gafas 3D 1,50€ Butacas VIP 0,50€",15.0,6.9,,,5.9,4.9,,7.5,,,,4.9,,,,5.5,30110,6.9,4.9
35,https://www.cinesa.es/cines/oasiz/,Cinesa,Oasiz,"Centro comercial Oasiz Av. Premios Nobel, 3 28850 Torrejón de Ardoz, Madrid","PRECIOS GENERALES Laborables (de lunes a jueves y viernes hasta las 18:59) 10,50€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 11,50€ SESIONES MATINALES Laborables (hasta las 14:59) 6,90€ Fin de semana y festivos (hasta las 14:59) 7,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 6,90€ myCINESA (todos los martes, excepto festivos) 6,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 años (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 7,90€ Menores de 13 años (todos los días) 7,90€ SUPLEMENTOS iSense LUXE 2,00€ DBOX 4,00€ 3D 1€ Gafas 3D 1,50€",11.0,10.5,,,7.9,7.9,,6.9,,,,6.9,,,,7.9,28850,11.5,6.9
36,https://www.cinesa.es/cines/parc-valles/,Cinesa,Parc Vallès,"Centro comercial Parc Vallès Avda. Can Jofresa 85 08223 Terrassa, Barcelona","PRECIOS GENERALES Laborables (lunes a jueves y viernes hasta las 18:59) 7,90€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 8,50€ Sesiones matinales (hasta las 14:59) 5,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 año (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 5,90€ Carné joven <30 años, carné universitario y mayores de 65 años (viernes o víspera de festivo desde las 19:00, sábados, domingos y festivos) 6,50€ Menores de 13 años (todos los días) 5,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 5,50€ myCINESA (todos los martes, excepto festivos) 4,90€ SUPLEMENTOS ISENSE 2,00€ 3D 1€ Gafas 3D 1,50€ Butaca VIP 1,20€",20.0,7.9,,,4.9,5.5,,5.9,,,,5.9,,,,5.9,08223,8.5,6.5
37,https://www.cinesa.es/cines/parque-principado/,Cinesa,Parque Principado,"Centro comercial Parque Principado Autovía Ruta de la Plata, Km. 4, 5 33429 Paredes, Asturias","PRECIOS GENERALES Laborable (de lunes a jueves y viernes hasta las 18:59) 7,50€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 7,90€ Sesiones matinales (hasta las 14:59) 5,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 5,50€ myCINESA (todos los martes, excepto festivos) 4,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 años (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 5,90€ Carné joven <30 años, carné universitario y mayores de 65 años (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 6,30€ Menores de 13 años (todos los días) 5,90€ SUPLEMENTOS 3D 1€ Gafas 3D 1,50€ Butaca VIP 1,20€",20.0,7.5,,,6.3,5.9,,7.9,,,,5.9,,,,5.5,33429,7.5,4.9
38,https://www.cinesa.es/cines/parquesur/,Cinesa,Parquesur,"Centro comercial Parquesur Av. de Gran Bretaña, s/n 28916 Leganés, Madrid","PRECIOS GENERALES Laborables (de lunes a jueves y viernes hasta las 18:59) 6,90€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 7,90€ Sesiones matinales (hasta las 14:59) 5,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 5,50€ myCINESA (todos los martes, excepto festivos) 4,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario, menores de 13 y mayores de 65 años (todos los días) 5,90€ SUPLEMENTOS IMAX 2,00€ Gafas IMAX 1,50€ 3D 1€ Gafas 3D 1,50€",12.0,6.9,,,2.0,2.0,,5.9,,,,2.0,,,,4.9,28916,7.9,5.9
39,https://www.cinesa.es/cines/plaza-loranca-2/,Cinesa,Plaza Loranca 2,"Centro comercial Plaza Loranca 2 Av. de Pablo Iglesias, 17 28942 Fuenlabrada, Madrid","PRECIOS GENERALES Laborables (lunes a jueves y viernes hasta las 18:59) 10,50€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 11,50€ SESIONES MATINALES Laborables (hasta las 14:59) 6,90€ Fin de semana y festivos (hasta las 14:59) 7,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 6,90€ myCINESA (todos los martes, excepto festivos) 6,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 año (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 7,90€ Menores de 13 años (todos los días) 7,90€ SUPLEMENTOS 3D 1€ Gafas 3D 1,50€",2.0,10.5,,,7.9,7.9,,6.9,,,,7.9,,,,6.9,28942,11.5,6.9
40,https://www.cinesa.es/cines/principe-pio/,Cinesa,Príncipe Pío,"Estación Príncipe Pío P.º de la Florida, 2 28008 Madrid","PRECIOS GENERALES Todos los días 9,50€ Sesiones matinales laborables (hasta las 14:59) 6,50€ Sesiones matinales fines de semana y festivos (hasta las 14:59) 6,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 6,20€ myCINESA (todos los martes, excepto festivos) 5,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 años (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 6,90€  Carné joven <30 años, carné universitario y mayores de 65 años (viernes y vísperas de festivo desde las 19:00, sábado, domingo y festivos) 7,50€ Menores de 13 años (todos los días) 6,90€ SUPLEMENTOS 3D 1€ Gafas 3D 1,50€ iSense 2,00€",9.0,9.5,,,7.5,6.9,,6.5,,,,6.9,,,,6.2,28008,9.5,5.9
41,https://www.cinesa.es/cines/proyecciones/,Cinesa,Proyecciones,"Proyecciones Calle de Fuencarral, 136 28001 Madrid","PRECIOS GENERALES Laborables (lunes a jueves y viernes hasta las 18:59) 9,50€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 10,50€ SESIONES MATINALES Laborables (hasta las 14:59) 6,50€ Fin de semana y festivos (hasta las 14:59) 7,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 6,50€ myCINESA (todos los martes, excepto festivos) 6,50€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 año (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 6,90€ Menores de 13 años (todos los días) 6,90€ SUPLEMENTOS 3D 1€ Gafas 3D 1,50€ Butaca VIP 1,20€",8.0,9.5,,,6.9,6.5,,10.5,,,,6.5,,,,7.9,28001,9.5,6.5
42,https://www.cinesa.es/cines/puerto-venecia/,Cinesa,Puerto Venecia,"Centro comercial Puerto Venecia Travesía Jardines Reales, 7 50021 Zaragoza","PRECIOS GENERALES Todos los días 6,90€ Sesiones matinales (hasta las 14:59) 5,50€ DESCUENTOS CINESA Precio online 5,90€ Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 4,90€ myCINESA (todos los martes, excepto festivos) 4,90€ DESCUENTOS A COLECTIVOS Carné joven <26 años, carné universitario, mayores de 65 años y menores de 13 5,90€ Titulares carné familia numerosa (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 5,90€ SUPLEMENTOS iSense 2,00€ 3D 1€ Gafas 3D 1,50€ Butaca VIP 1,20€",10.0,6.9,,,5.9,5.9,,5.5,,,,5.9,,,,4.9,50021,6.9,4.9
43,https://www.cinesa.es/cines/som-multiespai/,Cinesa,SOM Multiespai,Centro comercial SOM Multiespai Pg. Andreu Nin s/n 08016 Barcelona,"PRECIOS GENERALES Laborables (de lunes a jueves y viernes hasta las 18:59) 8,90€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 9,50€ SESIONES MATINALES Laborables (hasta las 14:59) 6,50€ Fin de semana y festivos (hasta las 14:59) 6,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 5,90€ myCINESA (todos los martes, excepto festivos) 5,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 años (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 6,90€ Menores de 13 años (todos los días) 6,90€ SUPLEMENTOS 3D 1€ Gafas 3D 1,50€",12.0,8.9,,,6.9,6.9,,6.5,,,,6.9,,,,5.9,08016,9.5,5.9
44,https://www.cinesa.es/cines/salera/,Cinesa,Salera,"Centro comercial Salera Av. Enrique Gimeno, 82 12006 Castellón de la Plana, Castellón","PRECIOS GENERALES Laborables (de lunes a jueves y viernes hasta las 18:59) 4,90€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 5,90€ Sesiones matinales (laborables hasta las 14:59) 4,50€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 4,90€ myCINESA (todos los martes, excepto festivos) 4,50€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 años (todos los días) 4,90€ Menores de 13 años (todos los días) 4,50€ SUPLEMENTOS 3D 1€ Gafas 3D 1,50€",14.0,4.9,,,1.5,4.5,,4.5,,,,4.9,,,,4.9,12006,5.9,4.5
45,https://www.cinesa.es/cines/urbil/,Cinesa,Urbil,"Centro comercial Urbil Bo. Txiki-Erdi, 7 20170 Usurbil, Gipuzkoa","PRECIOS GENERALES Laborables (de lunes a viernes hasta las 18:59) 7,50€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 7,50€ Sesiones matinales (hasta las 14:59) 5,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 5,50€ myCINESA (todos los martes, excepto festivos) 4,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 años (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 5,90€  Carné joven <30 años, carné universitario y mayores de 65 años (viernes o víspera de festivo desde las 19:00, sábados, domingos y festivos) 6,30€ Menores de 13 años (todos los días) 5,90€ SUPLEMENTOS Proyecciones 3D 1€ Gafas 3D 1,50€",8.0,7.5,,,6.3,6.3,,5.9,,,,6.3,,,,4.9,20170,7.5,5.9
46,https://www.cinesa.es/cines/zubiarte/,Cinesa,Zubiarte,Centro comercial Zubiarte Lehendakari Laiazola 2 48001 Bilbao,"PRECIOS GENERALES Laborables (de lunes a viernes hasta las 18:59) 7,50€ Fin de semana (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 7,90€ Sesiones matinales (hasta las 14:59) 5,90€ DESCUENTOS CINESA Miércoles al cine (miércoles todo el día, excepto festivos y víspera de festivo) 5,50€ myCINESA (todos los martes, excepto festivos) 4,90€ DESCUENTOS A COLECTIVOS Carné joven <30 años, carné universitario y mayores de 65 años (de lunes a jueves y viernes hasta las 18:59, excepto festivos y víspera de festivos) 5,90€  Carné joven <30 años, carné universitario y mayores de 65 años (viernes y vísperas de festivo desde las 19:00, sábados, domingos y festivos) 6,30€ Menores de 13 años (todos los días) 5,90€ SUPLEMENTOS 3D 1€ Gafas 3D 1,50€ Butaca VIP 1,20€",8.0,7.5,,,6.3,5.9,,7.9,,,,5.9,,,,5.5,48001,7.5,4.9
